Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
3,1,0,80,11,60653,0,1,3,5.936,7,0.8,-8.904
0,0,0,345,34,73120,0,1,7,325.86,2,0.0,149.8956
2,0,0,80,11,60610,0,0,5,383.607,9,0.3,-5.4801
2,0,0,80,11,60610,0,2,13,148.48,2,0.2,16.704
2,0,0,80,11,60610,0,2,13,537.544,7,0.2,53.7544
2,0,0,80,11,60610,0,1,3,1.928,2,0.8,-2.9884
2,0,0,80,11,60610,0,1,2,6.912,3,0.2,0.6912
2,0,0,80,11,60610,0,0,9,7.76,1,0.6,-2.134
2,0,0,80,11,60610,0,2,13,659.168,4,0.2,49.4376
0,0,0,274,5,6040,1,1,10,5.76,2,0.0,2.8224
3,1,0,266,3,90049,3,0,16,351.216,3,0.2,4.3902
3,0,0,438,3,94122,3,0,5,230.28,3,0.2,23.028
2,0,0,229,47,54601,0,1,3,56.82,3,0.0,28.41
0,0,0,151,38,29501,2,1,8,31.56,4,0.0,14.202
0,0,0,151,38,29501,2,1,14,27.92,4,0.0,0.5584
3,0,0,168,1,85301,3,1,3,8.559,1,0.7,-6.5619
3,1,0,137,41,79907,0,1,7,49.568,2,0.2,17.9684
0,0,0,434,41,78207,0,0,5,127.869,3,0.3,-9.1335
2,1,0,266,3,90049,3,1,7,271.44,3,0.0,122.148
2,1,0,266,3,90049,3,2,13,110.352,3,0.2,8.2764
2,1,0,266,3,90049,3,0,9,36.4,5,0.0,13.832
3,2,0,301,8,33023,2,0,5,419.136,4,0.2,-57.6312
3,1,0,293,1,85204,3,1,14,100.704,6,0.2,-1.2588
3,0,0,150,31,28314,2,1,1,45.216,3,0.2,4.5216
3,0,0,150,31,28314,2,1,3,28.782,6,0.7,-21.1068
3,0,0,150,31,28314,2,1,12,24.448,4,0.2,8.8624
3,0,0,207,41,77095,0,1,3,10.476,6,0.8,-17.2854
2,2,0,440,3,95123,3,0,9,76.14,3,0.0,26.649
2,2,0,520,14,67212,0,1,2,21.24,3,0.0,8.0712
2,2,0,520,14,67212,0,1,3,127.96,2,0.0,60.1412
3,2,0,266,3,90036,3,2,6,479.984,2,0.2,89.997
3,2,0,215,20,49201,0,2,13,657.93,7,0.0,184.2204
3,2,0,215,20,49201,0,0,9,33.48,4,0.0,8.7048
3,2,0,215,20,49201,0,1,2,13.9,5,0.0,3.614
3,2,0,215,20,49201,0,1,14,26.86,2,0.0,6.715
3,0,0,254,10,83501,3,1,3,9.584,1,0.2,3.3544
3,2,0,188,44,23666,2,1,3,113.1,3,0.0,56.55
3,1,0,329,30,10035,1,1,12,65.78,11,0.0,32.2322
3,1,0,191,22,39401,2,2,0,239.7,6,0.0,105.468
0,2,0,374,36,19140,1,0,9,25.632,3,0.2,3.8448
0,0,0,374,36,19140,1,1,10,23.616,8,0.2,7.9704
2,1,0,266,3,90045,3,1,2,8.26,2,0.0,3.7996
2,2,0,111,3,94526,3,1,7,76.58,7,0.0,38.29
2,2,0,111,3,94526,3,1,2,8.8,5,0.0,4.224
2,2,0,111,3,94526,3,1,3,590.352,6,0.2,206.6232
2,2,0,111,3,94526,3,1,8,5.58,3,0.0,0.1674
2,2,0,111,3,94526,3,0,9,25.02,3,0.0,10.5084
2,2,0,111,3,94526,3,1,14,452.55,7,0.0,22.6275
3,1,0,266,3,90004,3,1,15,17.76,2,0.0,4.9728
3,1,0,266,3,90004,3,2,13,302.384,2,0.2,30.2384
3,1,0,266,3,90004,3,0,5,146.352,3,0.2,-5.4882
3,1,0,266,3,90004,3,1,1,7.9,2,0.0,2.054
3,1,0,266,3,90004,3,0,16,902.712,3,0.2,33.8517
3,1,0,266,3,90004,3,1,2,53.97,3,0.0,15.1116
2,2,0,505,7,20016,1,1,2,33.92,8,0.0,13.2288
3,2,0,299,47,53209,0,1,15,21.81,3,0.0,5.8887
3,2,0,299,47,53209,0,1,1,91.6,5,0.0,26.564
3,2,0,28,18,21215,1,0,5,150.98,1,0.0,43.7842
3,2,0,28,18,21215,1,1,7,137.25,9,0.0,63.135
3,2,0,28,18,21215,1,1,8,11.52,4,0.0,5.4144
2,2,0,216,31,28540,2,1,12,18.272,1,0.2,5.9384
2,2,0,216,31,28540,2,1,12,153.728,4,0.2,53.8048
2,2,0,216,31,28540,2,1,7,12.224,2,0.2,4.4312
2,2,0,216,31,28540,2,2,0,167.944,7,0.2,50.3832
3,0,0,410,30,14609,1,2,13,45.99,1,0.0,13.3371
3,0,0,410,30,14609,1,1,14,535.41,3,0.0,160.623
3,0,0,410,30,14609,1,1,3,6.096,2,0.2,2.0574
3,0,0,410,30,14609,1,1,12,45.36,7,0.0,21.7728
3,0,0,343,3,92054,3,0,9,47.12,8,0.0,20.7328
2,1,0,183,22,39503,2,1,3,31.36,4,0.0,15.68
3,0,0,216,8,32216,2,1,2,47.616,3,0.2,3.5712
3,0,0,216,8,32216,2,1,12,23.48,5,0.2,8.218
3,2,0,207,41,77070,0,1,1,62.79,3,0.8,-166.3935
3,2,0,207,41,77070,0,1,8,28.44,9,0.2,4.266
2,1,0,207,41,77095,0,2,0,134.376,3,0.2,6.7188
3,2,0,146,19,2149,1,2,13,589.9,2,0.0,147.475
3,2,0,146,19,2149,1,0,5,542.94,3,0.0,141.1644
0,2,0,266,3,90049,3,2,6,2879.952,6,0.2,1007.9832
0,2,0,266,3,90049,3,1,3,90.48,3,0.2,33.93
2,1,0,521,6,19805,1,1,14,77.55,5,0.0,21.714
3,0,0,93,40,38401,2,1,15,8.832,3,0.2,-1.9872
3,0,0,93,40,38401,2,1,12,177.536,4,0.2,62.1376
3,0,0,93,40,38401,2,1,14,258.48,2,0.2,-3.231
3,0,0,93,40,38401,2,0,9,14.136,3,0.2,4.2408
3,1,0,329,30,10011,1,1,14,77.55,5,0.0,20.163
3,1,0,329,30,10011,1,1,14,24.88,2,0.0,6.9664
3,1,0,329,30,10011,1,1,2,140.75,5,0.0,39.41
3,1,0,329,30,10011,1,1,14,36.63,3,0.0,9.8901
1,0,0,315,20,48858,0,0,9,17.14,2,0.0,6.1704
2,0,0,438,3,94122,3,1,10,51.75,5,0.0,24.84
2,0,0,438,3,94122,3,0,9,123.96,3,0.0,11.1564
3,1,0,438,3,94122,3,0,4,586.398,6,0.15,34.494
3,1,0,438,3,94122,3,1,14,80.98,1,0.0,3.2392
3,1,0,438,3,94122,3,1,14,242.94,3,0.0,9.7176
0,0,0,266,3,90045,3,1,2,123.92,4,0.0,33.4584
0,0,0,266,3,90045,3,1,2,12.39,3,0.0,5.6994
0,0,0,266,3,90045,3,1,2,47.3,2,0.0,12.298
3,0,0,331,44,23602,2,2,6,1599.92,8,0.0,751.9624
3,0,0,331,44,23602,2,1,7,11.09,1,0.0,5.4341
2,0,0,152,4,80525,3,1,3,3.168,4,0.7,-2.5344
2,0,0,152,4,80525,3,0,5,579.136,4,0.2,-28.9568
3,0,0,452,45,98105,3,1,3,6.368,2,0.2,2.1492
3,0,0,452,45,98105,3,2,11,558.4,2,0.2,41.88
3,2,0,329,30,10011,1,0,5,145.764,2,0.1,-8.098
3,1,0,407,44,23223,2,1,12,13.62,3,0.0,6.129
3,2,0,329,30,10009,1,0,5,434.646,3,0.1,62.7822
3,1,0,452,45,98103,3,1,12,440.19,9,0.0,206.8893
3,1,0,452,45,98103,3,1,15,64.4,5,0.0,1.932
3,2,0,438,3,94110,3,1,12,244.55,5,0.0,114.9385
3,2,0,438,3,94110,3,1,12,195.76,4,0.0,97.88
3,2,0,372,28,8861,1,1,12,11.76,2,0.0,5.7624
3,2,0,372,28,8861,1,1,14,166.45,5,0.0,39.948
2,0,0,438,3,94110,3,1,8,2.88,1,0.0,1.3536
3,1,0,157,11,61032,0,1,14,45.248,2,0.2,3.9592
3,0,0,374,36,19140,1,1,2,59.904,2,0.2,14.2272
3,0,0,374,36,19140,1,1,1,23.696,2,0.2,6.5164
3,0,0,374,36,19140,1,1,12,7.968,2,0.2,2.8884
3,0,0,374,36,19140,1,1,1,18.2,7,0.2,2.0475
3,0,0,374,36,19140,1,2,0,27.552,3,0.2,-0.3444
3,0,0,374,36,19140,1,0,5,844.116,6,0.3,-36.1764
3,0,0,374,36,19140,1,1,14,76.752,3,0.2,-9.594
3,0,0,216,8,32216,2,1,10,3.0,1,0.2,1.05
3,0,0,369,8,33024,2,1,3,7.506,9,0.7,-6.0048
3,0,0,369,8,33024,2,1,10,16.56,2,0.2,5.796
3,1,0,452,45,98115,3,0,9,79.92,4,0.0,34.3656
3,1,0,452,45,98115,3,2,0,69.98,2,0.0,13.2962
3,1,0,154,41,76106,0,1,3,11.06,10,0.8,-18.802
3,1,0,154,41,76106,0,0,4,623.4648,7,0.32,-119.1918
3,1,0,154,41,76106,0,1,14,772.68,5,0.2,-57.951
3,0,0,123,20,48205,0,1,1,283.14,4,0.1,72.358
3,0,0,123,20,48205,0,2,13,635.96,4,0.0,165.3496
3,0,0,123,20,48205,0,2,13,118.99,1,0.0,33.3172
3,0,0,123,20,48205,0,0,9,272.94,3,0.0,30.0234
2,0,0,374,36,19120,1,0,9,15.008,2,0.2,1.5008
3,0,0,261,42,84321,3,1,3,33.088,4,0.2,11.1672
3,0,0,261,42,84321,3,1,14,80.98,1,0.0,3.2392
3,0,0,261,42,84321,3,2,0,82.8,12,0.0,6.624
3,0,0,261,42,84321,3,1,14,21.36,2,0.0,5.7672
3,0,0,261,42,84321,3,1,3,62.048,2,0.2,20.1656
2,0,0,23,30,13021,1,1,8,29.61,9,0.0,13.3245
1,0,0,394,31,27604,2,2,13,863.928,9,0.2,86.3928
3,1,0,374,36,19120,1,0,16,241.92,4,0.4,-56.448
3,1,0,374,36,19120,1,0,4,163.88,4,0.5,-81.94
3,1,0,374,36,19120,1,1,3,3.486,2,0.7,-2.7888
3,1,0,374,36,19120,1,1,8,10.584,7,0.2,-2.3814
3,0,0,407,12,47374,0,2,13,440.91,9,0.0,123.4548
3,0,0,241,36,17602,1,1,3,5.715,5,0.7,-4.7625
0,0,0,489,1,85705,3,0,9,51.968,2,0.2,10.3936
0,0,0,489,1,85705,3,2,0,71.976,3,0.2,21.5928
0,0,0,489,1,85705,3,0,5,242.352,3,0.2,-42.4116
0,0,0,489,1,85705,3,1,12,221.92,5,0.2,77.672
0,0,0,489,1,85705,3,1,12,8.448,2,0.2,2.64
1,0,0,123,20,48205,0,1,3,29.52,4,0.0,14.4648
1,0,0,123,20,48205,0,0,5,302.94,3,0.0,48.4704
1,0,0,123,20,48205,0,0,5,142.36,2,0.0,38.4372
1,0,0,123,20,48205,0,0,5,546.66,9,0.0,136.665
1,0,0,123,20,48205,0,0,9,212.13,3,0.0,14.8491
3,2,0,25,41,78745,0,1,2,5.248,2,0.2,0.5904
3,2,0,25,41,78745,0,1,14,74.416,2,0.2,-14.8832
3,2,0,25,41,78745,0,1,12,6.848,2,0.2,2.14
3,2,0,25,41,78745,0,0,9,7.996,1,0.6,-6.9965
3,1,0,207,41,77095,0,1,1,8.712,2,0.8,-19.602
0,0,0,506,5,6708,1,1,15,65.17,7,0.0,18.8993
0,0,0,506,5,6708,1,1,10,14.62,2,0.0,6.8714
0,0,0,506,5,6708,1,0,9,173.24,4,0.0,17.324
0,0,0,266,3,90049,3,1,3,895.92,5,0.2,302.373
0,0,0,266,3,90049,3,1,14,130.71,3,0.0,39.213
0,0,0,266,3,90049,3,1,2,11.68,2,0.0,3.0368
0,0,0,266,3,90049,3,2,0,62.31,3,0.0,22.4316
1,0,0,374,36,19120,1,1,3,0.852,1,0.7,-0.5964
3,0,0,209,41,77340,0,1,12,36.288,7,0.2,12.7008
3,0,0,209,41,77340,0,0,9,56.568,2,0.6,-74.9526
0,0,0,389,35,97206,3,2,13,344.704,2,0.2,38.7792
3,0,0,267,4,80027,3,2,13,201.584,2,0.2,20.1584
2,2,0,452,45,98115,3,0,16,521.96,2,0.0,88.7332
3,0,0,28,18,21215,1,1,2,8.22,3,0.0,2.2194
0,1,0,438,3,94109,3,1,12,45.36,7,0.0,21.7728
2,2,0,266,3,90004,3,1,14,947.17,7,0.0,9.4717
2,2,0,266,3,90004,3,1,12,61.96,2,0.0,27.882
2,0,0,24,11,60505,0,0,16,268.935,3,0.5,-209.7693
3,2,0,452,45,98103,3,1,2,7.58,1,0.0,2.9562
1,0,0,20,9,30605,2,1,10,14.73,3,0.0,7.2177
3,2,0,13,8,32712,2,1,3,9.888,2,0.7,-6.9216
3,2,0,13,8,32712,2,1,1,671.544,3,0.2,50.3658
2,2,0,329,30,10009,1,1,14,1117.92,4,0.0,55.896
2,2,0,329,30,10009,1,0,4,275.952,3,0.2,-37.9434
3,0,0,438,3,94110,3,1,3,123.144,7,0.2,46.179
2,0,0,109,41,75217,0,2,0,15.576,3,0.2,3.3099
2,0,0,437,3,92105,3,1,12,212.64,6,0.0,99.9408
2,0,0,437,3,92105,3,1,12,9.87,3,0.0,4.5402
2,0,0,437,3,92105,3,2,0,53.25,3,0.0,20.7675
2,0,0,437,3,92105,3,0,9,19.92,3,0.0,9.5616
3,1,0,329,30,10035,1,0,5,658.746,3,0.1,146.388
3,2,0,254,17,4240,1,1,3,8.26,2,0.0,3.8822
3,2,0,254,17,4240,1,1,3,29.84,2,0.0,13.428
3,2,0,254,17,4240,1,2,0,67.98,2,0.0,14.9556
3,0,0,262,3,90805,3,1,10,61.06,2,0.0,28.0876
3,0,0,262,3,90805,3,0,16,35.544,1,0.2,-0.8886
3,0,0,452,45,98115,3,1,10,9.96,2,0.0,4.5816
3,0,0,452,45,98115,3,1,2,9.21,3,0.0,2.3025
3,0,0,452,45,98115,3,1,15,27.93,3,0.0,8.0997
1,0,0,410,21,55901,0,1,8,7.9,2,0.0,2.528
1,0,0,410,21,55901,0,1,14,221.16,4,0.0,57.5016
1,0,0,410,21,55901,0,1,3,127.96,2,0.0,62.7004
1,0,0,410,21,55901,0,1,3,18.69,3,0.0,9.1581
1,1,0,438,3,94110,3,1,15,25.35,3,0.0,7.605
1,1,0,438,3,94110,3,0,9,35.28,3,0.0,11.9952
0,1,0,452,45,98103,3,1,12,33.4,5,0.0,16.032
0,1,0,462,45,99207,3,2,11,837.6,3,0.2,62.82
3,0,0,156,40,37064,2,2,13,40.68,3,0.2,-9.153
3,0,0,215,40,38301,2,0,5,209.568,2,0.2,-23.5764
3,0,0,25,41,78745,0,2,0,22.368,4,0.2,6.4308
3,0,0,369,8,33024,2,1,3,3.882,2,0.7,-2.588
3,0,0,369,8,33024,2,1,12,115.296,3,0.2,40.3536
3,0,0,374,36,19143,1,1,3,1.908,2,0.7,-1.5264
3,2,0,111,11,61832,0,1,3,43.372,7,0.8,-69.3952
3,0,0,329,30,10009,1,2,13,783.96,4,0.0,219.5088
3,0,0,329,30,10009,1,1,3,48.896,2,0.2,18.336
3,0,0,329,30,10009,1,1,3,7.856,2,0.2,2.8478
3,0,0,94,33,43229,1,1,10,5.904,2,0.2,1.9926
3,0,0,94,33,43229,1,1,15,13.712,2,0.2,1.0284
3,0,0,82,3,91911,3,1,7,182.94,3,0.0,85.9818
0,0,0,438,3,94110,3,1,2,27.76,4,0.0,9.9936
3,2,0,329,30,10009,1,1,2,25.99,1,0.0,7.5371
0,1,0,434,41,78207,0,2,0,113.52,5,0.2,29.799
0,1,0,434,41,78207,0,2,13,359.88,3,0.2,22.4925
1,0,0,216,31,28540,2,1,12,25.344,4,0.2,9.1872
2,2,0,438,3,94109,3,1,3,11.952,3,0.2,4.1832
2,2,0,438,3,94109,3,1,15,6.24,3,0.0,1.872
2,0,0,26,1,85323,3,2,13,742.336,8,0.2,83.5128
3,0,0,80,11,60610,0,0,9,6.464,1,0.6,-4.04
3,0,0,80,11,60610,0,1,10,11.52,5,0.2,4.176
3,0,0,80,11,60610,0,2,13,222.384,2,0.2,16.6788
3,2,0,143,3,92025,3,1,2,23.36,4,0.0,6.0736
2,1,0,262,30,11561,1,1,10,8.67,3,0.0,4.0749
2,1,0,262,30,11561,1,1,15,25.71,3,0.0,6.6846
3,0,0,330,6,19711,1,1,1,100.94,7,0.0,33.3102
0,0,0,56,30,14215,1,0,5,63.882,1,0.1,10.647
3,0,0,207,41,77070,0,0,5,683.144,4,0.3,0.0
3,0,0,207,41,77070,0,1,3,1.476,3,0.8,-2.214
3,0,0,207,41,77070,0,1,15,40.712,7,0.2,3.5623
3,0,0,520,14,67212,0,1,12,279.9,5,0.0,137.151
3,0,0,92,4,80906,3,1,2,13.12,5,0.2,1.148
3,0,0,92,4,80906,3,0,4,69.576,4,0.7,-143.7904
3,0,0,92,4,80906,3,1,2,4.224,3,0.2,0.4752
3,0,0,92,4,80906,3,2,0,58.08,4,0.2,-6.534
3,0,0,92,4,80906,3,0,9,52.416,9,0.2,15.0696
3,0,0,92,4,80906,3,0,9,54.92,5,0.2,10.984
3,0,0,92,4,80906,3,0,16,364.95,5,0.5,-248.166
3,0,0,92,4,80906,3,1,12,85.056,3,0.2,28.7064
3,0,0,92,4,80906,3,1,12,27.696,3,0.2,9.6936
3,0,0,329,30,10011,1,1,12,24.96,4,0.0,11.232
3,1,0,266,3,90036,3,0,9,43.13,1,0.0,18.1146
3,0,0,280,9,30062,2,1,3,5.64,3,0.0,2.7072
3,1,0,216,8,32216,2,1,3,57.582,3,0.7,-44.1462
3,1,0,216,8,32216,2,1,12,31.104,6,0.2,10.8864
3,1,0,216,8,32216,2,0,9,30.192,3,0.2,8.3028
3,1,0,216,8,32216,2,2,13,43.6,5,0.2,4.36
3,1,0,216,8,32216,2,1,2,4.768,2,0.2,0.4172
3,1,0,216,8,32216,2,1,3,10.38,2,0.7,-7.612
3,1,0,216,8,32216,2,1,3,13.392,8,0.7,-9.8208
2,0,0,374,36,19140,1,2,13,39.594,1,0.4,-7.2589
2,0,0,374,36,19140,1,0,9,91.008,9,0.2,19.3392
2,0,0,266,3,90008,3,1,12,37.94,2,0.0,18.2112
2,0,0,266,3,90008,3,1,12,42.8,10,0.0,19.26
2,0,0,266,3,90008,3,1,14,33.63,3,0.0,10.089
3,1,0,374,36,19134,1,1,7,62.808,3,0.2,21.1977
0,0,0,132,47,54703,0,1,12,195.64,4,0.0,91.9508
0,0,0,132,47,54703,0,2,13,239.9,2,0.0,71.97
2,0,0,374,36,19134,1,0,5,380.058,3,0.3,-21.7176
2,0,0,374,36,19134,1,2,6,1199.976,4,0.4,179.9964
2,0,0,374,36,19134,1,0,9,48.576,3,0.2,9.7152
0,0,0,266,3,90004,3,1,12,17.94,3,0.0,8.073
3,0,0,374,36,19134,1,1,12,18.264,3,0.2,6.1641
3,0,0,374,36,19134,1,1,1,34.656,2,0.2,5.6316
3,0,0,374,36,19134,1,1,1,81.552,2,0.2,8.1552
3,0,0,374,36,19134,1,1,14,227.136,4,0.2,-42.588
3,0,0,340,5,6360,1,1,3,10.36,2,0.0,5.0764
3,0,0,434,41,78207,0,1,1,463.248,8,0.8,-1181.2824
3,0,0,434,41,78207,0,2,0,383.952,6,0.2,47.994
1,2,0,530,1,85364,3,1,3,44.856,6,0.7,-35.8848
3,0,0,94,33,43229,1,2,11,30.345,7,0.7,-24.276
3,0,0,94,33,43229,1,0,5,127.554,3,0.3,-9.111
3,0,0,94,33,43229,1,0,9,77.952,3,0.2,15.5904
0,1,0,266,3,90036,3,1,3,14.016,4,0.2,4.9056
3,1,0,407,15,40475,2,1,14,69.52,2,0.0,19.4656
3,1,0,407,15,40475,2,1,2,5.64,3,0.0,1.6356
3,0,0,329,30,10035,1,1,3,13.776,3,0.2,4.4772
3,0,0,510,47,54401,0,1,1,245.88,6,0.0,68.8464
3,0,0,510,47,54401,0,1,14,36.63,3,0.0,9.8901
3,0,0,510,47,54401,0,1,14,22.58,2,0.0,5.8708
3,0,0,510,47,54401,0,1,3,12.39,3,0.0,5.8233
3,2,0,438,3,94110,3,1,3,39.92,5,0.2,13.473
3,2,0,438,3,94110,3,1,12,61.96,2,0.0,27.882
3,2,0,438,3,94110,3,1,3,19.936,4,0.2,7.2268
0,0,0,126,33,43017,1,1,3,3.798,2,0.7,-2.6586
0,0,0,126,33,43017,1,1,12,27.744,6,0.2,10.0572
0,0,0,126,33,43017,1,2,13,158.376,4,0.4,-34.3148
3,2,0,194,15,42420,2,0,9,27.58,2,0.0,11.5836
3,0,0,46,33,43402,1,1,3,5.553,3,0.7,-4.0722
3,0,0,289,40,38109,2,1,14,243.92,5,0.2,-54.882
0,0,0,240,28,8701,1,1,8,14.96,4,0.0,0.2992
0,1,0,266,3,90008,3,1,3,7.184,2,0.2,2.245
2,0,0,410,30,14609,1,1,3,10.512,3,0.2,3.6792
2,1,0,430,35,97301,3,2,13,263.96,5,0.2,19.797
2,1,0,430,35,97301,3,1,2,71.632,11,0.2,17.908
2,1,0,430,35,97301,3,1,2,9.328,1,0.2,0.8162
3,0,0,365,45,99301,3,1,2,5.88,2,0.0,2.646
3,0,0,365,45,99301,3,0,5,975.92,5,0.2,121.99
3,0,0,365,45,99301,3,1,2,303.84,8,0.0,91.152
3,0,0,365,45,99301,3,1,14,485.88,6,0.0,19.4352
2,0,0,342,3,94601,3,0,9,12.54,3,0.0,4.5144
2,0,0,342,3,94601,3,1,14,8.94,3,0.0,0.6258
2,0,0,342,3,94601,3,0,9,9.24,3,0.0,4.4352
3,0,0,266,3,90004,3,1,3,70.008,3,0.2,24.5028
3,0,0,266,3,90004,3,0,9,77.6,4,0.0,38.024
3,0,0,266,3,90004,3,0,9,464.85,9,0.0,92.97
3,1,0,341,11,60302,0,1,2,10.192,7,0.2,1.0192
3,1,0,314,28,7960,1,1,3,1793.98,2,0.0,843.1706
2,2,0,25,41,78745,0,2,13,758.352,6,0.2,265.4232
3,1,0,329,30,10011,1,1,3,20.368,1,0.2,7.3834
3,1,0,329,30,10011,1,1,3,49.848,3,0.2,16.8237
3,0,0,329,30,10024,1,2,13,239.97,3,0.0,67.1916
3,0,0,452,45,98103,3,0,5,2404.704,6,0.2,150.294
3,0,0,452,45,98103,3,1,3,563.024,11,0.2,190.0206
3,0,0,452,45,98103,3,1,14,344.91,3,0.0,10.3473
3,0,0,452,45,98103,3,1,10,8.64,3,0.0,4.2336
3,1,0,241,36,17602,1,2,13,89.988,2,0.4,-14.998
3,1,0,241,36,17602,1,1,12,229.544,7,0.2,83.2097
3,0,0,207,41,77095,0,1,8,1.824,2,0.2,0.6156
3,0,0,207,41,77095,0,1,1,18.32,5,0.8,-46.716
3,0,0,207,41,77095,0,1,14,48.816,3,0.2,-11.5938
3,0,0,207,41,77095,0,1,3,1.188,1,0.8,-1.9602
3,1,0,94,33,43229,1,2,0,119.8,5,0.2,29.95
3,2,0,128,31,27707,2,1,14,61.568,2,0.2,4.6176
3,2,0,128,31,27707,2,1,2,6.192,3,0.2,0.4644
0,0,0,370,8,32503,2,1,3,2.214,3,0.7,-1.476
2,1,0,194,15,42420,2,1,7,5.32,2,0.0,2.6068
2,1,0,194,15,42420,2,0,5,975.92,4,0.0,292.776
2,1,0,194,15,42420,2,2,0,2249.91,9,0.0,517.4793
2,1,0,194,15,42420,2,1,14,59.92,4,0.0,16.7776
3,0,0,9,3,92804,3,1,3,171.2,5,0.2,64.2
3,0,0,9,3,92804,3,1,2,3.36,2,0.0,0.8736
3,1,0,123,20,48227,0,1,12,114.2,5,0.0,52.532
2,1,0,280,9,30062,2,0,5,182.67,3,0.0,52.9743
2,1,0,280,9,30062,2,2,0,101.7,6,0.0,6.102
2,1,0,280,9,30062,2,1,14,1126.02,3,0.0,56.301
2,1,0,280,9,30062,2,1,14,1263.3,6,0.0,315.825
3,1,0,452,45,98103,3,1,2,8.82,3,0.0,2.5578
3,1,0,452,45,98103,3,1,12,37.94,2,0.0,18.2112
3,1,0,452,45,98103,3,1,2,4.2,2,0.0,1.176
3,1,0,452,45,98103,3,1,14,227.28,2,0.0,2.2728
3,1,0,452,45,98103,3,1,12,47.9,1,0.0,22.992
3,1,0,452,45,98103,3,1,7,61.96,2,0.0,30.3604
3,1,0,452,45,98103,3,1,14,1117.92,4,0.0,55.896
0,0,0,363,33,44134,1,0,5,183.372,2,0.3,-7.8588
0,0,0,363,33,44134,1,1,12,7.968,2,0.2,2.8884
3,0,0,181,35,97030,3,1,3,26.352,8,0.7,-18.4464
3,1,0,9,3,92804,3,1,14,481.32,4,0.0,125.1432
3,1,0,9,3,92804,3,1,15,13.98,1,0.0,3.6348
3,0,0,329,30,10035,1,1,3,25.92,6,0.2,9.072
3,0,0,329,30,10035,1,1,10,91.59,3,0.0,42.1314
2,1,0,207,41,77070,0,0,5,674.058,3,0.3,-19.2588
2,1,0,96,27,3301,1,1,3,22.92,4,0.0,11.0016
2,1,0,96,27,3301,1,1,14,269.9,5,0.0,16.194
2,0,0,147,33,45014,1,1,3,11.808,8,0.7,-8.6592
2,0,0,147,33,45014,1,2,13,9.588,2,0.4,-2.0774
3,0,0,219,40,37604,2,1,7,18.336,3,0.2,6.6468
3,0,0,219,40,37604,2,1,12,36.288,7,0.2,12.7008
3,0,0,219,40,37604,2,2,13,111.984,2,0.2,6.999
3,0,0,219,40,37604,2,1,3,5.97,5,0.7,-4.577
3,0,0,219,40,37604,2,1,3,2.508,2,0.7,-1.8392
2,0,0,452,45,98105,3,1,2,35.96,2,0.0,10.4284
2,0,0,452,45,98105,3,1,3,14.952,3,0.2,5.4201
2,0,0,250,41,77573,0,1,2,67.144,7,0.2,5.8751
2,0,0,250,41,77573,0,0,5,254.058,3,0.3,-32.6646
3,1,0,161,18,20877,1,0,4,173.94,3,0.0,38.2668
3,1,0,161,18,20877,1,2,13,231.98,2,0.0,67.2742
3,0,0,80,11,60653,0,1,3,2.296,2,0.8,-3.9032
2,2,0,209,0,35810,2,1,12,96.08,2,0.0,46.1184
2,2,0,209,0,35810,2,1,8,3.62,2,0.0,1.1946
2,2,0,209,0,35810,2,1,12,629.1,6,0.0,301.968
2,2,0,209,0,35810,2,2,13,90.48,2,0.0,23.5248
0,1,0,247,19,1841,1,1,2,14.88,2,0.0,3.72
3,0,0,80,11,60623,0,0,16,91.275,1,0.5,-67.5435
3,2,0,147,5,6824,1,1,12,19.44,3,0.0,9.3312
3,2,0,147,5,6824,1,0,5,897.15,3,0.0,251.202
0,0,0,329,30,10009,1,1,2,57.75,5,0.0,16.17
0,0,0,329,30,10009,1,1,12,14.94,3,0.0,7.0218
3,1,0,452,45,98103,3,1,2,23.1,2,0.0,6.93
3,0,0,24,4,80013,3,1,7,12.536,1,0.2,4.2309
3,0,0,24,4,80013,3,1,3,1.08,2,0.7,-0.792
3,0,0,24,4,80013,3,1,8,4.512,3,0.2,0.846
3,1,0,252,42,84043,3,2,13,16.776,3,0.2,1.6776
3,2,0,491,0,35401,2,1,3,33.74,7,0.0,15.5204
3,0,0,438,3,94109,3,1,14,1325.85,5,0.0,238.653
3,0,0,438,3,94109,3,0,4,333.999,3,0.15,3.9294
3,0,0,438,3,94109,3,1,2,19.9,5,0.0,6.567
3,0,0,521,6,19805,1,0,5,1268.82,9,0.0,266.4522
3,0,0,521,6,19805,1,0,4,283.92,4,0.0,82.3368
3,0,0,521,6,19805,1,1,2,5.68,2,0.0,1.7608
3,0,0,233,12,47905,0,1,14,375.34,1,0.0,18.767
0,0,0,401,3,90278,3,1,12,96.08,2,0.0,46.1184
0,0,0,401,3,90278,3,1,3,11.68,2,0.2,3.942
0,0,0,401,3,90278,3,1,8,4.36,2,0.0,1.7876
3,0,0,452,45,98115,3,1,10,29.24,4,0.0,13.7428
3,0,0,266,3,90045,3,1,3,117.488,7,0.2,41.1208
3,0,0,266,3,90045,3,0,9,18.84,3,0.0,6.0288
2,0,0,329,30,10009,1,1,2,12.42,3,0.0,5.2164
3,0,0,421,20,48073,0,1,12,12.96,2,0.0,6.2208
2,1,0,438,3,94109,3,1,1,69.48,1,0.0,20.844
